CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;OrganisationId;Kommun;Myndighetstyp;Myndighet;Diarienummer;Dokumenttyp;Dokumentdatum;KallaFil;Kallrubrik;CaseReviewStatus;ValidatedBy;ValidatedAt;Notes
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumxa005ecuqwd2rfqss7;http://localhost:8787/api/admin/requirements/documents/cmm4yumxa005ecuqwd2rfqss7/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumxa005ecuqwd2rfqss7/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumxa005ecuqwd2rfqss7/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Västerviks;Kommun;Västerviks kommun;2024-05;Anmalan;2026-02-02;2024-786 Anmälan.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyz0075cuqwsj0akxcx;http://localhost:8787/api/admin/requirements/documents/cmm4yumyz0075cuqwsj0akxcx/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyz0075cuqwsj0akxcx/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyz0075cuqwsj0akxcx/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Falkenberg Postadress Falkenbergs;Kommun;Falkenberg Postadress Falkenbergs kommun;2025-02;Beslut;2026-02-03;M-2024-2727_2025-01-10_Beslut (MHF MHN)_Västra Gärdet 2 1.pdf;efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy7006ecuqwnx9sxuen;http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-06150267;Beslut;2026-02-02;Deponi 1301_177-2024-06150267_01 (1).pdf;Re: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D50000;cmm4yumye006kcuqwoqjb4otw;http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Furunäsets miljöcentral Överkalix;Kommun;Furunäsets miljöcentral Överkalix kommun;2020-09;Beslut;2026-02-03;Egenkontrollprogram FMC_sep 2020_med bilagor_200917.pdf;Sv: fråga om sophämtning;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5EE0000;cmm4yumvp003zcuqwqxlxa6rl;http://localhost:8787/api/admin/requirements/documents/cmm4yumvp003zcuqwqxlxa6rl/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumvp003zcuqwqxlxa6rl/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumvp003zcuqwqxlxa6rl/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Haparanda;Kommun;i Haparanda kommun;2025-12;Anmalan;2026-02-02;Sbn-2025-457-Beslut anmälan om miljöfarlig verksamhet.pdf;Förfrågan C-verksamheter;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5F30000;cmm4yumv4003hcuqw0spjrgud;http://localhost:8787/api/admin/requirements/documents/cmm4yumv4003hcuqw0spjrgud/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumv4003hcuqw0spjrgud/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumv4003hcuqw0spjrgud/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-01;Beslut;2026-02-02;MBN-2026-126-Övrigt-0840-106.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B7B90000;cmm4yumue002wcuqwf5lxobhn;http://localhost:8787/api/admin/requirements/documents/cmm4yumue002wcuqwf5lxobhn/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumue002wcuqwf5lxobhn/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumue002wcuqwf5lxobhn/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2025-12;Forelaggande;2026-02-02;MIL Föreläggande försiktighetsåtgärder (3).pdf;Ang. Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B7BA0000;cmm4yumu4002ncuqwsv6yg2uz;http://localhost:8787/api/admin/requirements/documents/cmm4yumu4002ncuqwsv6yg2uz/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumu4002ncuqwsv6yg2uz/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumu4002ncuqwsv6yg2uz/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2021-07;Anmalan;2026-01-30;Miljö-2024-62-1_Bilaga 2. Fullständiga analysprotokoll.pdf;Sv:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE560000;cmm4yupsi02xhcuqwgbgcjc0r;http://localhost:8787/api/admin/requirements/documents/cmm4yupsi02xhcuqwgbgcjc0r/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsi02xhcuqwgbgcjc0r/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsi02xhcuqwgbgcjc0r/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-576;Beslut;2026-02-04;Säkerhetsdatablad Nordic Shampoo.pdf;2024-576;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE390000;cmm4yuq2p036zcuqwaceu4qia;http://localhost:8787/api/admin/requirements/documents/cmm4yuq2p036zcuqwaceu4qia/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq2p036zcuqwaceu4qia/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq2p036zcuqwaceu4qia/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Lilla Edets;Kommun;Lilla Edets kommun;2024-06;Beslut;2026-02-04;MB-2024-625-1 13.3 Miljöteknisk markundersökning.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE050000;cmm4yuqbf03fecuqw8hit9x13;http://localhost:8787/api/admin/requirements/documents/cmm4yuqbf03fecuqw8hit9x13/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqbf03fecuqw8hit9x13/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqbf03fecuqw8hit9x13/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Huddinge;Kommun;i Huddinge kommun;2025-2029;Forelaggande;2026-02-04;M-2025-2937 Beslut om föreläggande försiktighetsmått.pdf;Sv: till registrator [2026SC9796];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5DB0000;cmm4yuqq103u2cuqwxq5c1oxv;http://localhost:8787/api/admin/requirements/documents/cmm4yuqq103u2cuqwxq5c1oxv/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqq103u2cuqwxq5c1oxv/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqq103u2cuqwxq5c1oxv/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Hässleholms;Kommun;Hässleholms kommun;0451-26;Anmalan;2026-02-05;M-2025-1599 - MFV C-verksamhet.pdf;Sv:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE3A0000;cmm4yuq04034hcuqwue9hvqhc;http://localhost:8787/api/admin/requirements/documents/cmm4yuq04034hcuqwue9hvqhc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq04034hcuqwue9hvqhc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq04034hcuqwue9hvqhc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Lilla Edets;Kommun;Lilla Edets kommun;2024-06;Beslut;2026-02-04;MB-2024-625-7 13.3 Miljöteknisk markundersökning m bilagor.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5BD0000;cmm4yur13043ncuqw78adtuo1;http://localhost:8787/api/admin/requirements/documents/cmm4yur13043ncuqw78adtuo1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur13043ncuqw78adtuo1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur13043ncuqw78adtuo1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Miljöprövningsdelegationen Jokkmokks;Kommun;Miljöprövningsdelegationen Jokkmokks kommun;2013:251;Beslut;2026-02-05;Beslut(26289851) (0)_TMP.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1790000;cmm4yunmd00twcuqw2m7dyyg5;http://localhost:8787/api/admin/requirements/documents/cmm4yunmd00twcuqw2m7dyyg5/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunmd00twcuqw2m7dyyg5/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunmd00twcuqw2m7dyyg5/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;-- Miljökontoret Söderköpings;Kommun;-- Miljökontoret Söderköpings kommun;2024-05;Anmalan;2026-02-03;MBNV-2024-602_2024-05-15_Anmälan.pdf;SV: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE340000;cmm4yuq3a037kcuqwpi0d7k4c;http://localhost:8787/api/admin/requirements/documents/cmm4yuq3a037kcuqwpi0d7k4c/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq3a037kcuqwpi0d7k4c/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuq3a037kcuqwpi0d7k4c/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2019:01;Beslut;2026-02-04;Analysresultat - Muraren 4.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A59A0000;cmm4yur6y048tcuqwl5ag5aul;http://localhost:8787/api/admin/requirements/documents/cmm4yur6y048tcuqwl5ag5aul/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur6y048tcuqwl5ag5aul/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur6y048tcuqwl5ag5aul/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;;Anmalan;2026-02-09;MN-2025-455-4 Krossning.pdf;Anmälningspliktiga verksamheter rörande avfall;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A59F0000;cmm4yur5z047wcuqwz6szyfhk;http://localhost:8787/api/admin/requirements/documents/cmm4yur5z047wcuqwz6szyfhk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur5z047wcuqwz6szyfhk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur5z047wcuqwz6szyfhk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Åtvidabergs;Kommun;Åtvidabergs kommun;2025-11;Beslut;2026-02-09;MK-2025-452-6_Beslut_2025-11-14.pdf;Begärda handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE450000;cmm4yupwf031ecuqwcuwsaack;http://localhost:8787/api/admin/requirements/documents/cmm4yupwf031ecuqwcuwsaack/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupwf031ecuqwcuwsaack/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupwf031ecuqwcuwsaack/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2013:251;Anmalan;2026-02-04;Anmälan miljöfarlig verksamhet v1.pdf;Verksamhet i Tidaholm;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE460000;cmm4yupvw030wcuqwlg1cpc8c;http://localhost:8787/api/admin/requirements/documents/cmm4yupvw030wcuqwlg1cpc8c/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvw030wcuqwlg1cpc8c/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvw030wcuqwlg1cpc8c/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2013:251;Anmalan;2026-02-04;Anmälan miljöfarlig verksamhet.pdf;Verksamhet i Tidaholm;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5DC0000;cmm4yuqnj03rhcuqw5kt2masi;http://localhost:8787/api/admin/requirements/documents/cmm4yuqnj03rhcuqw5kt2masi/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqnj03rhcuqw5kt2masi/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqnj03rhcuqw5kt2masi/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Hässleholms;Kommun;Hässleholms kommun;0451-26;Anmalan;2026-02-05;M-2025-2674 - Avskrivning.pdf;Sv:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4B0000;cmm4yupvf030ecuqwvyai5yx8;http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;;Anmalan;2026-02-04;Anmälan Hynboholm terminal 240313_Redacted.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4C0000;cmm4yupv90308cuqwbgubbii1;http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;;Anmalan;2026-02-04;Anmälan Hynboholm terminal 240313_Redacted.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yupu002yzcuqw92mpgtbw;http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-576;Beslut;2026-02-04;Säkerhetsdatablad Sonax Gloss Dryer.pdf;2024-576;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur3i045ncuqwdc30ai1k;http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-04;Anmalan;2026-02-06;Beslut - svar på anmälan.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B70000;cmm4yur1h043zcuqw32zc4vim;http://localhost:8787/api/admin/requirements/documents/cmm4yur1h043zcuqw32zc4vim/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur1h043zcuqw32zc4vim/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur1h043zcuqw32zc4vim/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Upplands Väsby;Kommun;i Upplands Väsby kommun;2025-12;Beslut;2026-02-06;Miljöteknisk markundersökning, Skälby 2.3.pdf;till registrator [2026KC17362];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5C60000;cmm4yur0a042qcuqwf2d6fl9v;http://localhost:8787/api/admin/requirements/documents/cmm4yur0a042qcuqwf2d6fl9v/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur0a042qcuqwf2d6fl9v/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur0a042qcuqwf2d6fl9v/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-09;Beslut;2026-02-05;MILJ20241464.pdf;Handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5CF0000;cmm4yuqzn041zcuqwy7h3npzx;http://localhost:8787/api/admin/requirements/documents/cmm4yuqzn041zcuqwy7h3npzx/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqzn041zcuqwy7h3npzx/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqzn041zcuqwy7h3npzx/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-03;Anmalan;2026-02-05;Ärendenr 2025-88. MaserFrakt AB. Anmälan och Beslut (2).pdf;SV: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5D10000;cmm4yuqwv0415cuqw0pl0005p;http://localhost:8787/api/admin/requirements/documents/cmm4yuqwv0415cuqw0pl0005p/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqwv0415cuqw0pl0005p/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuqwv0415cuqw0pl0005p/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;0381-66;Beslut;2026-02-05;YDR Miljö Registrering C-anläggning YDM 2025 131.pdf;Re: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
